DATE,AUTHOR,TWEET
2016-11-08 00:29:41,mrksk29,"RT @Varneyco: Chaffetz: if @HillaryClinton' is clean, why does her staff keep pleading the Fifth? #Election2016 https://t.co/72FcRHzYlE"
2016-11-08 00:29:41,gigizapi,"RT @wikileaks: RELEASE: 8263 new emails from the DNC #DNCLeak2 #feelthebern #imwithher #demexit
https://t.co/ftwH5t57lj https://t.co/EljYHE'"
2016-11-08 00:29:41,bec_boo18,@_DorcasCharles  #imwithher ' i lie im not with nobody they can both gtf '
2016-11-08 00:29:41,starfirst,RT @h1llary4prez: Only one candidate has experience in government AND growing the #economy #DemStorm #VoteBlue #ClintonKaine' 
2016-11-08 00:29:41,Paulahochman,"RT @CanadaFadi: Who you are voting for : '
@realDonaldTrump 
@HillaryClinton 
#ImVotingBecause
#ElectionFinalThoughts 
Retweet to support'"
2016-11-08 00:29:41,AnjiUsa,"RT @PatriotByGod: November 7th Exit Poll. For those who have voted, who did you vote for? #Election2016 #ElectionNight #Hillary2016 #JillSt'"
2016-11-08 00:29:41,KFC_Gabriel,RT @digby56: This is lovely. I've read dozens of these this cycle. Is there even one example of Trump showing human kindness to' 
2016-11-08 00:29:41,AugustLady241,"RT @politico: Chelsea Clinton on @HillaryClinton: ""I am fiercely, ridiculously proud to be her daughter."" https://t.co/72UKFDqNWE"
2016-11-08 00:29:41,BoycottHRC,RT @DenverFlynn: The Hits Keep Coming #PodestaEmails34 https://t.co/QQFGSk2Tef
2016-11-08 00:29:41,LUVofCountry,"RT @AG_Conservative: That's where I stand. This isn't exaggeration or hyperbole. If I stand here alone, then so be it.  #NeverTrump 20/"
2016-11-08 00:29:41,ferris_leans,I just saw the film. #HumaAbedin is an idiot. Not smart at all. #anthonyweiner is a FOOL. Weird #maga #draintheswamp https://t.co/aVdKCsXfUj
2016-11-08 00:29:41,TigressGrr,RT @France4Hillary: #ImVotingBecause I refuse to elect a sexually assaulting psychopath who is working as a Russian agent. #ImWithHer' 
2016-11-08 00:29:41,BigRedSepulveda,"RT @bcarrz: Proud mommy. My son jumped up today when @NickelodeonTV announced @HillaryClinton won the online kids election! 
He' "
2016-11-08 00:29:41,gbeach2106,RT @RiggedDebate: Breaking: Jay Z punches underage girl in the face for taking his picture backstage at @HillaryClinton rally.' 
2016-11-08 00:29:42,ginareyna,RT @vivelafra: Do NOT vote until you watch this shocking true video on #Hillary's top aide @HumaAbedin.  #Trump2016 https://t.co/DXHooKunV7
2016-11-08 00:29:42,q47bartos,"RT @trumpUni: Thanks for following, retweeting &amp; posting with us. We hope we made a difference. Pls vote for @HillaryClinton.  https://t.co'"
2016-11-08 00:29:42,theonlyraindove,"@cimone_taylor @Knight276 @HillaryClinton As a woman, I know many things-and one of them is how to spot a fake. Night night."
2016-11-08 00:29:42,BillKS1,"RT @dawngpsalm63: #HillaryClinton supporters
#Women #ImWithHer
#Clinton2016 
#HilaryClintonForPresident 
This is REAL
Podesta bros ki' "
2016-11-08 00:29:42,fishdocrls,RT @972_834: CRISTAL CLEAR MESSAGE. ..FROM RACIST @AnnCoulter. ..#MAGA #NEVERTRUMP @MIKEPENCE16 #UNITEBLUE  #SUPREMACIST' 
2016-11-08 00:29:42,DAAAVIIIDX,"RT @JLo: Tomorrow, Let's Get Loud! #VOTE #ImWithHer' https://t.co/Xazgb3TyRU"
2016-11-08 00:29:42,stksans,"RT @girlsreallyrule: Ana Navarro says FL too close to risk, SO SHE VOTED for @HillaryClinton-she's also earned MY COMPLETE RESPECT-thank' "
2016-11-08 00:29:42,TrendsDC,"RT @Trendsmap: Sentiment by State for Clinton and Trump (last 2 weeks), using our new Analytics tool #Election2016' "
2016-11-08 00:29:42,Go_Louiza,RT @France4Hillary: #ImVotingBecause I refuse to elect a sexually assaulting psychopath who is working as a Russian agent. #ImWithHer' 
2016-11-08 00:29:42,BobbyReport,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:42,GionniOnTheSpot,"RT @kmichelle: I enjoyed speaking with these young students about life, education and the importance of voting. ' #ImWithHer https://t.co/'"
2016-11-08 00:29:42,DrReneeObey,Here's A Reminder That Even The Pope Doesn't Like Donald Trump. #NeverTrump #imwithher https://t.co/9JYykzQgJa # via @HuffPostPol
2016-11-08 00:29:42,Agrippinilla,RT @RiggedDebate: Breaking: Jay Z punches underage girl in the face for taking his picture backstage at @HillaryClinton rally.' 
2016-11-08 00:29:42,moreno112233,RT @VanJones68: THIS IS THE BIGOTRY WE MUST DEFEAT -- TOMORROW. Please RT and share everywhere. @realDonaldTrump #ImWithHer' 
2016-11-08 00:29:42,maureengarciar2,"RT @willyclicks: A Vote For Hillary is a Vote For World War 3! 

Are you 'with her' nuclear holocaust?

https://t.co/0M5FBW1y7j

#HillaryCl'"
2016-11-08 00:29:42,vix_en_babe,"@hillaryclinton @potus BENGHAZI INSIDE JOB? Guards hired by US turned on diplomats, sources say"
2016-11-08 00:29:42,masonforgov,"Don't be worried about @realDonaldTrump getting Nukes, be worried that #Hillary will sell them to the highest bidder #ElectionFinalThoughts"
2016-11-08 00:29:42,hotvideotweets,"RT @kmichelle: I enjoyed speaking with these young students about life, education and the importance of voting. ' #ImWithHer https://t.co/'"
2016-11-08 00:29:42,tiarra_94,"RT @lilypebbles: I don't have a huge US following but wanna do my bit. PLEASE vote tomorrow, your voice is important.  #imwithher '"
2016-11-08 00:29:42,e_nelsy,"RT @larios_ester: #TNTweeters 
 One Day to elect
For President and VP
'.@HillaryClinton 
'.@timkaine 

#USlatino 
#UniteBlue https://t.co/h'"
2016-11-08 00:29:42,orlandomicki,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:42,rlgordon18_ruth,The goat is just attracted to the fishy smell that comes with the @HillaryClinton name https://t.co/fSh84nnL1i
2016-11-08 00:29:43,TypeKacee2,#ElectionFinalThoughts Tim Kaine states KKK is 4 Trump....nope: #KKK endorses @HillaryClinton  Here it from KKK Gra' https://t.co/OSY1BFe02X
2016-11-08 00:29:43,Christo35482509,RT @TeamTrump: Mrs. Saucier's son is in prison for having classified info on an unsecured device. @HillaryClinton did FAR WORSE &amp;' 
2016-11-08 00:29:43,naito_arcelia,"RT @trumpUni: Thanks for following, retweeting &amp; posting with us. We hope we made a difference. Pls vote for @HillaryClinton.  https://t.co'"
2016-11-08 00:29:43,AJ_Rutten,RT @lonireeder: @LisaBloom - when you 'know' someone he's made the attempt with! ' #NeverTrump https://t.co/UBXdAP0y3E
2016-11-08 00:29:43,Tcat29979418,@HillaryClinton You got it.  Tomorrow will be a great day!
2016-11-08 00:29:43,DaBear84,"RT @andersonDrLJA: AS A RETIRED US ARMY COLONEL, I AGREE COMPLETELY WITH RETIRED COLONEL #AllenWest. #HILLARY IS UNFIT TO BE COMMANDER' "
2016-11-08 00:29:43,hilarytownsen17,"RT @trumpUni: Thanks for following, retweeting &amp; posting with us. We hope we made a difference. Pls vote for @HillaryClinton.  https://t.co'"
2016-11-08 00:29:43,cartho73,"@JoshSchwerin @HillaryClinton Yes2 hear call 4 more Democrat voters ""wanted dead or alive"" &amp; don't have 2 B ""Born in the USA"" #voterfraud"
2016-11-08 00:29:43,Junebug1952,RT @NeilTurner_: @HillaryClinton Hillary's campaign and DNC rigging the election!!! IMPORTANT WATCH!!! #VoterFraud https://t.co/Xt17w8CDm6
2016-11-08 00:29:43,CooperChristina,Lolol so my dad hasn't realized I voted for HRC. ' #imwithher
2016-11-08 00:29:43,SharonMcCutchan,"RT @vivelafra: COLLUSION: For a year @CNN has lied to us, insulted our values &amp; cheated w/ #Hillary. Tomorrow we teach them a less' "
2016-11-08 00:29:44,TwoSeatTango,"RT @JetSettersFlyIn: @desiderioDC Springsteen '
""Streets of Philadelphia"" Yes!
Hillary Obama POTUS FLOTUS Michelle Obama. What a Night!' "
2016-11-08 00:29:44,sandrablue925,RT @TheRework: Doing it backwards and Heels for years #WearWhiteToVote honor women who died fighting for the right to vote' 
2016-11-08 00:29:44,kordeiboca,RT @ColleenB123: PLEASE VOTE PLEASE VOTE PLEASE VOTE PLEASE VOTE PLEASE VOTE! It's so important! Tomorrow is the big day! ' #ImWithHer
2016-11-08 00:29:44,Redjen40J,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:44,pmsmom61,"RT @ViviVacca: Bad hombres and nasty women of America: tomorrow is Taco Tuesday! Tomorrow we crush the orange bigot, his hate and' "
2016-11-08 00:29:44,1carpediem2016,"He hates her, but he is in as deep as she is, she goes down, he goes with him! https://t.co/MBPYPNz76L"
2016-11-08 00:29:44,RedSpeckledPup,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:44,MidnightMoonF,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:44,RonaldLaffler,"@HillaryClinton  Your foreign policy f.ex. has so far dictated that bridges be bombed, not built."
2016-11-08 00:29:44,elenapodge,"Please help support Hillary Clinton #Hillary2016, add a #Twibbon now! https://t.co/zwGrJEbJyg"
2016-11-08 00:29:44,aeporrino,RT @fegapegalicia: @HillaryClinton @timkaine 2016 STRONGER TOGETHER https://t.co/72rcBYmgDa
2016-11-08 00:29:44,sandee51960,RT @girlsreallyrule: Voting With My Head and Heart...for @HillaryClinton. #ImWithHer https://t.co/fUTofDqTDw
2016-11-08 00:29:44,CamCamcary,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:44,lesles16,RT @NRA: .@HillaryClinton: An out-of-touch hypocrite who will leave YOU defenseless! #2A #ElectionFinalThoughts #NeverHillary https://t.co/'
2016-11-08 00:29:44,maciric,hopefully this is what .@HillaryClinton #CorruptWorld will look like tomorrow https://t.co/fsuy4RkKth
2016-11-08 00:29:44,RealBigCountry,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:44,jneal518_neal,RT @JordanChariton: New @wikileaks Email Shows Additional Questions @DonnaBrazile Sent Team @HillaryClinton #PodestaEmails33 https://t.co/d'
2016-11-08 00:29:44,NoiseCollector_,RT @Betty_Ruth: More Wikileaks! #PodestaEmails34 just released https://t.co/CmpHGO3s8a
2016-11-08 00:29:44,mwskb,RT @LisaGoodwin1: Everybody talks about Hillary Clinton being a role model for their daughters. I think she's a role model for my son' 
2016-11-08 00:29:44,Bilalhb,RT @alladdinno: To be fair the ones in this photo with @HillaryClinton are the current anti Islamists from Zintan ! Not even close' 
2016-11-08 00:29:44,Skinner147,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:44,eroseholmes,"RT @KatieMcGintyPA: At the University of Pittsburgh getting out the vote with @HillaryClinton, Katie, ""College needs to be affordable.' "
2016-11-08 00:29:44,LOLofThrones,"RT @EmmaVigeland: CONFIRMED-- @HillaryClinton and her campaign met with Super PAC @prioritiesUSA, which is against the law. Jeez.' "
2016-11-08 00:29:45,rochellmorris22,"RT @willyclicks: A Vote For Hillary is a Vote For World War 3! 

Are you 'with her' nuclear holocaust?

https://t.co/0M5FBW1y7j

#HillaryCl'"
2016-11-08 00:29:44,Kwilson474,"RT @LouDobbs: Must see, must hear  #MAGA #TrumpPence16 #TrumpTrain #Dobbs https://t.co/z6XNiVL8Gd"
2016-11-08 00:29:45,medlas,"RT @VoteAngryNow: #ImVotingBecause
Not Only Do I Want Trump To Lose,
I Want Him To Lose
By The Largest Margin In American History.
I Am NOT'"
2016-11-08 00:29:45,jhadnoUttFB,RT @NadelParis: BIGWIN! @HillaryClinton #ELECTION #Ohio #florida #NorthCarolina #Nevada #AZ #NASTYWOMAN NOW BLOCKING #Deplorables ! https:/'
2016-11-08 00:29:45,MsJennAnn,RT @ThomasB00001: Not enough to simply beat #Trump.He must be crushed thoroughly. His kind must NEVER rise again! #p2 #ImWithHer' 
2016-11-08 00:29:45,Over41Swags,"RT @zachhaller: #ImVotingBecause I oppose virtually everything @HillaryClinton stands for &amp;

all Americans must unite to defeat her https:/'"
2016-11-08 00:29:45,TheRealSchnick,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:45,nmoralesmedia,"RT @GabbyGiffords: Proud to cast my ballot for @HillaryClinton so that in January, we can all say these two words: ""Madam President.""' "
2016-11-08 00:29:45,camdoc,"RT @wikileaks: RELEASE: 8263 new emails from the DNC #DNCLeak2 #feelthebern #imwithher #demexit
https://t.co/ftwH5t57lj https://t.co/EljYHE'"
2016-11-08 00:29:45,Nicehoods,"RT @togetherthrive: Vote Democrat Tomorrow https://t.co/Rp1gH09uAd 

#ElectionFinalThoughts #ImWithHer #StrongerTogether #NeverTrump' "
2016-11-08 00:29:45,kim_saylor,RT @Darren32895836: It's Official Pensilvania is Coming Home For Donald Trump!!!@HillaryClinton 4Prison! #ElectionFinalThoughts' 
2016-11-08 00:29:45,chrisbald1,RT @TerlinguaRE2: RT Wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' https://t.c'
2016-11-08 00:29:45,starfirst,RT @NBCPhiladelphia: Crowd gathers outside @HillaryClinton campaign event at Independence Hall: https://t.co/11ceqOkdOy https://t.co/YQf5Bs'
2016-11-08 00:29:45,mishasb,RT @VanJones68: THIS IS THE BIGOTRY WE MUST DEFEAT -- TOMORROW. Please RT and share everywhere. @realDonaldTrump #ImWithHer' 
2016-11-08 00:29:45,Sedulous123,RT @zachhaller: #ImVotingBecause the idea of a @HillaryClinton scares me far more than any fear of W ever did https://t.co/2zML4cRWMp
2016-11-08 00:29:45,Jknowstruth,RT @vivelafra: PENNSYLVANIA FOR TRUMP: #Hillary promised to put coal workers out of business.  #Trump will help clean coal THRIVE.' 
2016-11-08 00:29:45,jlogsdon03,RT @blackrepublican: The Black Conservative: A Black Conservative Explains His Dilemma: #NeverTrump #NeverHillary #BlackLivesMatter' 
2016-11-08 00:29:46,_Gefjon_,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:45,JessaMyercisMu,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:45,Lyl79,"Ha, after the announcement that any ""big"" story that comes to light today will be ""fake"". Wonder what #Hillary &amp; Co' https://t.co/v5MINGmP9D"
2016-11-08 00:29:46,Nettiegirl7,RT @LeadingAgeMN: Most ignored issue this election? Long term care. Lack of coverage doesn't excuse not knowing where the candidates' 
2016-11-08 00:29:46,gpalochko,RT @CorrectRecord: Ahead of #ElectionDay here's a reminder of some of @HillaryClinton's achievements as a U.S. Senator: https://t.co/EP2Xh7'
2016-11-08 00:29:46,H_Rollason,"RT @BernieSanders: ""The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competiti' "
2016-11-08 00:29:46,OurOwnMrK,RT @lonireeder: @LisaBloom - when you 'know' someone he's made the attempt with! ' #NeverTrump https://t.co/UBXdAP0y3E
2016-11-08 00:29:46,koutsopothi,RT @HillaryIn2016: Clinton op-ed: I'll look for common ground https://t.co/qjFVLPMLcO #ImWithHer #StrongerTogether
2016-11-08 00:29:46,OBarreraJ,"RT @FoxNews: .@realDonaldTrump: ""President Obama is campaigning today with #HillaryClinton because she can't campaign."" https://t.co/4pFzLb'"
2016-11-08 00:29:46,SnappyBHS,"RT @JonesLawLLC: We know @johnpodesta was Chief of Staff when @billclinton was impeached, right?  #podestaemails33 #MAGA #imwithher @wikile'"
2016-11-08 00:29:46,jackrdd,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:46,Jaxson313,And they rewarded her with the DNC job. #ImWithHer https://t.co/f44pfxWgIa
2016-11-08 00:29:46,lwilli78,"RT @OfficialJLD: Tomorrow is election day, so hear this. 
@NextGenClimate #ImWithHer #StopTrump #ActOnClimate #WhyWeVote https://t.co/M4zbA'"
2016-11-08 00:29:46,Oil_Xperts,@HillaryClinton even the criminals
2016-11-08 00:29:47,Oakley_nugget,RT @TheGigiGorgeous: One person stands up for LGBTQ equality. The other wants to tear it down. Be proud to #turnOUT &amp; vote for @HillaryClin'
2016-11-08 00:29:46,Jules_2010,VOTE 4 @realDonaldTrump GET OUT AND VOTE!!!!! https://t.co/kKV1UqEZx7
2016-11-08 00:29:47,pjam57,"@HillaryClinton is at his and bon jovi's concert tonight.
#NeverHillary

#MAGA https://t.co/DTpttyHnw4"
2016-11-08 00:29:47,pres_not_sure,RT @davidaxelrod: She's @realDonaldTrump problem in a nutshell: college-educated; Latina; @GOP activist--&amp; voting for @HillaryClinton. http'
2016-11-08 00:29:47,theLazieRiver,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:47,karimajaan,RT @leeladaou: This election is personal. https://t.co/3mqMawOpA1 #ImWithHer #LoveTrumpsHate #StrongerTogether
2016-11-08 00:29:46,BadassTexCowboy,"#PodestaEmails33
@hillaryclinton interns angry that she doesnt pay them &amp; #blacklivesmatter knows that #hrc is usin' https://t.co/dO8LiGogP7"
2016-11-08 00:29:47,Sloderdijk,"RT @ASwoyer: Axiom Strategies &amp; Remington Research Group Battleground Poll: @realDonaldTrump up in FL, NC, NV, OH;' "
2016-11-08 00:29:47,NatalieKsell,"@IMKristenBell I literally have pneumonia &amp; I will be draggin my ass out to vote tomorrow, don't you worry! Too important not to! #ImWithHer"
2016-11-08 00:29:47,e_nelsy,"RT @nbenitez1977: #TNTweeters 
 One Day to elect
For President and VP
'.@HillaryClinton 
'.@timkaine 

#USlatino 
#UniteBlue' "
2016-11-08 00:29:47,Butter_Nathan,@HillaryClinton #VoteTrumpPence16 Hillary will kill us all
2016-11-08 00:29:47,BoycottHRC,RT @Betty_Ruth: More Wikileaks! #PodestaEmails34 just released https://t.co/CmpHGO3s8a
2016-11-08 00:29:47,painisjustfear,Get your family to vote. Get friends to vote. Get random strangers to vote. Evil must be defeated #ImWithHer #ElectionFinalThoughts
2016-11-08 00:29:47,AnnieAngst,RT @mexican4trump: @HillaryClinton @POTUS I agree with Jill that voting for you is voting for nuclear war! ' https://t.co/7dT21NlJGi
2016-11-08 00:29:47,ChadMac19,"RT @rossssc: #ImVotingBecause &gt; I cant wait to say ""Congratulations Madam President"" @HillaryClinton #ElectioFinalThoughts Fired Up!"
2016-11-08 00:29:47,yeseradriel,"RT @voguemagazine: Ahead of Election Day, we're looking back on @HillaryClinton's best style moments: https://t.co/wOPX4dk20I https://t.co/'"
2016-11-08 00:29:47,Emmy0526,RT @mytheo1: #ImVotingBecause @HillaryClinton is a self serving crook. She called me irredeemable and deplorable.  She will not be my Presi'
2016-11-08 00:29:47,Lindafor5H,RT @LaurenJauregui: Freakin out about Election Day lol make sure you all go out and VOTEEEEE TOMORROW!! #imwithHER
2016-11-08 00:29:47,helynabq,RT @javery22: Thanks @NARAL! Just in time for the election tomorrow. #ImWithHer https://t.co/BeJQhuvDGX
2016-11-08 00:29:47,E_perdigon,RT @GovGaryJohnson: I agree with @realdonaldtrump - don't vote for @HillaryClinton. #debates
2016-11-08 00:29:47,HannahJaneW_,RT @sarahhammitte: Me if @HillaryClinton becomes our freaking president tomorrow... may common sense and God be with you all in the vo' 
2016-11-08 00:29:47,unanonidentity,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:48,beccajoi1103,@steelrainn It will never happen Troll #NeverTrump
2016-11-08 00:29:48,KahlerSabrina,@TeamTrump @DonaldJTrumpJr @HillaryClinton @FoxNews The same reason she got fired from law office &amp; her law license revoked!  Vote Trump!!
2016-11-08 00:29:48,GotToGoSoon,"RT @DivintyMary: '#BREAKING: The Podesta Emails Part 34'
'RELEASE: The Podesta Emails Part 34'
'RELEASE: The' "
2016-11-08 00:29:48,Ptrishapeach,"RT @bfraser747: ' #ElectionFinalThoughts 

Gen.Flynn calls for #Hillary to dropout ""She Should Not Be Running for President""' "
2016-11-08 00:29:48,DalenNobile,@BeauLaVergne @cainfam22 @RiggedDebate @HillaryClinton case was dropped last Friday wake up!
2016-11-08 00:29:48,AaronPistulka,@realDonaldTrump @HillaryClinton who ever wins I hope the other promotes unity for America and Respect for the office of The President!
2016-11-08 00:29:48,LenaMessick,"RT @zachhaller: #ImVotingBecause I oppose virtually everything @HillaryClinton stands for &amp;

all Americans must unite to defeat her https:/'"
2016-11-08 00:29:48,Markperugini1,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:48,DuvernayArdath,"RT @trumpUni: Thanks for following, retweeting &amp; posting with us. We hope we made a difference. Pls vote for @HillaryClinton.  https://t.co'"
2016-11-08 00:29:48,Patches1880,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:48,RhondaJG,#ImVotingBecause I because Donald Trump is a racist asshole. Who will endanger this country. #NeverTrump
2016-11-08 00:29:48,dalmat_knyazev,RT wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' https://t.co/vtbub4WGoC
2016-11-08 00:29:48,ReneeRenaldi,"RT @FoxNews: #DonaldTrump's daughter-in-law, Lara Trump, blasted #HillaryClinton in a new interview. https://t.co/apANzmnyQU' "
2016-11-08 00:29:48,tedkidd,"If this doesn't kill her, then I guess the race will be on. 
#PodestaEmails https://t.co/jYuCgsmQBO"
2016-11-08 00:29:49,DeplorableBride,RT @DeplorableBride: A kiss? is just a kiss from our #LoveIsLove KKK member. KKK members need love too? right? @HillaryClinton' 
2016-11-08 00:29:49,gregjobe95,RT @DENISEVASQUEZ: Trump said he would show us his taxes...he meant in the month of Neverary! #NeverTrump #ivoted #ImWitHer #Election2016
2016-11-08 00:29:49,chiefragingbull,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:49,NJSnowFan,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:49,KenedyJenniffer,"RT @trumpUni: Thanks for following, retweeting &amp; posting with us. We hope we made a difference. Pls vote for @HillaryClinton.  https://t.co'"
2016-11-08 00:29:49,hyrulehansol,"RT @GovGaryJohnson: If @HillaryClinton + her party wanted to solve immigration problems, they could have done it when they controlled gover'"
2016-11-08 00:29:49,ChristyBSittig,RT @USAforTrump2016: BREAKING!!!! NEW #PodestaEmails34 just released!!!!!! START DIGGING!!! https://t.co/cBWHj0TB73
2016-11-08 00:29:49,RETTinol,RT @TheDonaldNews: WHO WILL WIN ELECTION AND BY HOW MUCH? #Foxnews #cnn #MSN #abc #cbs #NBC #drudge #Hannity #Dobbs #andersoncooper #FoxAtF'
2016-11-08 00:29:49,joeshaw,@rlove if @vote2008 doesn't tweet tomorrow when @HillaryClinton is elected tomorrow i'll be pretty damn disappointed.
2016-11-08 00:29:49,rickandkimmi,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:49,RealJayhost,"RT @libertytarian: More MSM collusion w #Clinton
WaPo, CNN, NYT, HuffPo ' the sources you trust?

@RealAlexJones #RiggedSystem' "
2016-11-08 00:29:49,Jump2ActionNow,RT @VanJones68: THIS IS THE BIGOTRY WE MUST DEFEAT -- TOMORROW. Please RT and share everywhere. @realDonaldTrump #ImWithHer' 
2016-11-08 00:29:49,DemarkusDickey,RT @andyharnik: .@hillaryclinton FaceTimes with her granddaughter Charlotte as she arrives to board her campaign plane to travel to' 
2016-11-08 00:29:49,ESUSMX,The world is a dangerous place. We need a president who has energy &amp; is tough &amp; relentless.@HillaryClinton always needs a nap and rest #MAGA
2016-11-08 00:29:49,bernal_luana,RT @ColtonLHaynes: This is amazing @HillaryClinton &amp; @tyleroakley !!! Pls watch &amp; vote!!! #Imwithher https://t.co/LlHUVFJABx
2016-11-08 00:29:49,MaryHoward7,RT @972_834: #MAGA PEOPLE  POWERFUL PRESIDENTIAL CANDIDATE @REALDONALDTRUMP. ...#MAGA #NEVERTRUMP @MIKEPENCE16 #UNITEBLUE' 
2016-11-08 00:29:49,SR4get,@HFA @Yolanda67956150 yes tell them to vote for a murderer ' @HillaryClinton https://t.co/LQsv4LGkCt
2016-11-08 00:29:49,ACommonSenseWay,Ok dig in - make sure you have email identification on anything you find and then share with copy to @0hour https://t.co/qSVvUjgSeu
2016-11-08 00:29:49,uptnhrlmb,"@Loca2733Mc @SheWhoVotes @NewYorker 
If every eligible woman votes #Tump will lose by a landslide! Let us make it happen! #ImWithHer"
2016-11-08 00:29:50,ninaxdmax50927,"RT @trumpUni: Thanks for following, retweeting &amp; posting with us. We hope we made a difference. Pls vote for @HillaryClinton.  https://t.co'"
2016-11-08 00:29:50,dhiruserlock,RT @SalmanRushdie: I may not be the youngest one but let's do this! #MillennialForADay #itsabigdeal #Vote #madampresident #imwithher https:'
2016-11-08 00:29:50,LeiCasans,RT @ladygaga: Listen up Florida. He says #ImWithHer (he lost a loved one in Orlando Massacre) https://t.co/xhckT8fwBd
2016-11-08 00:29:50,RNCenter,RT @willedwards: #Clinton using her final day to campaign in what should be a safe state: Michigan. #Trump hopes for an upset here.' 
2016-11-08 00:29:50,gpalochko,"RT @CorrectRecord: As a Senator from New York, @HillaryClinton fought to secure funds for 9/11 first responders.' "
2016-11-08 00:29:50,little_unsteady,"RT @CamilasSpotify: Camila is currently listening to ""Don't Vote For Trump"" by Vote For Hillary #ImWithHer"
2016-11-08 00:29:50,ThePlaybearClub,RT @playbearmag: Playbear magazine supports @HillaryClinton for president. Use your voice and your vote! An open statement to our re' 
2016-11-08 00:29:50,jjbenz19,RT @girlsreallyrule: #ImVotingBecause I have a BIG brain and a BIG heart and I vote my interests. #ImWithHer
2016-11-08 00:29:50,MrChadTurner,Welp... #ImWithHer https://t.co/dwWU7C4axP
2016-11-08 00:29:50,NaismithLavonia,"RT @trumpUni: Thanks for following, retweeting &amp; posting with us. We hope we made a difference. Pls vote for @HillaryClinton.  https://t.co'"
2016-11-08 00:29:50,ginamdenardo,RT @seanhannity: @JohnKingCNN thx for the promotion!I'm sure you are proud of @CNN feeding questions to @HillaryClinton and being in the ta'
2016-11-08 00:29:50,redsoxfj,@CNNent @jeffgoldesq @HillaryClinton @NickelodeonTV every time I look at her I get sick
2016-11-08 00:29:50,SkiPow7,RT @DeplorableBride: Similar to Caporegime in Italian-American Mafia crime families and Sicilian ... The #Clinton mafia is regarded as o' 
2016-11-08 00:29:50,xTheJok3r_,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:29:50,Lmfigura,RT @KGforTrump: Lady Gaga a participator in #SpiritCooking is going to be at #HillaryClinton's rally. Circle is complete....Podesta' 
